PHASE 2 RESULTS: TRAINING WINNERS
================================================================================

Total Entries: 5738
Winners: 1081
Losers: 4657

WINNERS:
--------------------------------------------------------------------------------
2025-08-18 | BEN    | BEN|29.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.45 | Return: 350.0% | Days: 2
2025-09-26 | TOL    | TOL|110.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 2
2025-09-26 | T      | T|24.0|2025-10-17|PUT          | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 1
2025-09-26 | ZBH    | ZBH|115.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
2025-09-29 | AAL    | AAL|9.5|2025-10-17|PUT         | Entry: $0.04 | Exit: $0.05 | Return:  25.0% | Days: 1
2025-09-29 | ABBV   | ABBV|185.0|2025-10-17|PUT      | Entry: $0.10 | Exit: $0.35 | Return: 250.0% | Days: 1
2025-09-29 | AMCR   | AMCR|7.0|2025-11-21|PUT        | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-29 | BMY    | BMY|48.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-29 | BMY    | BMY|49.0|2025-10-24|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | CPNG   | CPNG|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | CTRA   | CTRA|21.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | CTRA   | CTRA|25.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.18 | Return:  80.0% | Days: 1
2025-09-29 | DBX    | DBX|35.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
2025-09-29 | DKNG   | DKNG|35.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.26 | Return: 160.0% | Days: 1
2025-09-29 | DVN    | DVN|31.5|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-29 | DVN    | DVN|32.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | DVN    | DVN|41.0|2025-10-17|CALL       | Entry: $0.09 | Exit: $0.17 | Return:  88.9% | Days: 1
2025-09-29 | EA     | EA|215.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | EA     | EA|220.0|2025-10-31|CALL       | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-29 | EMN    | EMN|75.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | ETR    | ETR|100.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.78 | Return: 680.0% | Days: 1
2025-09-29 | ETR    | ETR|85.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.25 | Return: 150.0% | Days: 1
2025-09-29 | FOXA   | FOXA|55.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-29 | GAP    | GAP|25.0|2025-10-24|CALL       | Entry: $0.09 | Exit: $0.12 | Return:  33.3% | Days: 1
2025-09-29 | HAL    | HAL|29.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.13 | Return:  62.5% | Days: 1
2025-09-29 | HON    | HON|240.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | IVZ    | IVZ|20.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | KDP    | KDP|28.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | KO     | KO|59.0|2025-10-24|PUT         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-29 | KO     | KO|71.0|2025-10-24|CALL        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-29 | LUV    | LUV|28.0|2025-10-17|PUT        | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-29 | MCHP   | MCHP|77.5|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.20 | Return: 100.0% | Days: 1
2025-09-29 | MGM    | MGM|32.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.52 | Return: 420.0% | Days: 1
2025-09-29 | MGM    | MGM|41.0|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.11 | Return:  37.5% | Days: 1
2025-09-29 | MNST   | MNST|57.5|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | M      | M|14.5|2025-10-24|PUT          | Entry: $0.07 | Exit: $0.09 | Return:  28.6% | Days: 1
2025-09-29 | NCLH   | NCLH|28.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-29 | NEE    | NEE|85.0|2025-10-17|CALL       | Entry: $0.06 | Exit: $0.09 | Return:  50.0% | Days: 1
2025-09-29 | NU     | NU|18.5|2025-10-31|CALL        | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-29 | OVV    | OVV|34.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.17 | Return:  70.0% | Days: 1
2025-09-29 | OXY    | OXY|40.0|2025-10-17|PUT        | Entry: $0.06 | Exit: $0.17 | Return: 183.3% | Days: 1
2025-09-29 | OXY    | OXY|42.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-29 | O      | O|62.5|2025-10-17|CALL         | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-29 | PATH   | PATH|14.5|2025-10-17|CALL      | Entry: $0.08 | Exit: $0.65 | Return: 712.5% | Days: 1
2025-09-29 | PATH   | PATH|15.0|2025-10-17|CALL      | Entry: $0.07 | Exit: $0.49 | Return: 600.0% | Days: 1
2025-09-29 | PATH   | PATH|15.0|2025-10-24|CALL      | Entry: $0.10 | Exit: $0.92 | Return: 820.0% | Days: 1
2025-09-29 | PCG    | PCG|16.5|2025-10-17|CALL       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-29 | PCG    | PCG|18.0|2025-10-17|CALL       | Entry: $0.03 | Exit: $0.04 | Return:  33.3% | Days: 1
2025-09-29 | PENN   | PENN|17.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.21 | Return: 110.0% | Days: 1
2025-09-29 | PENN   | PENN|22.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-29 | PENN   | PENN|22.5|2025-10-17|CALL      | Entry: $0.07 | Exit: $0.10 | Return:  42.9% | Days: 1
2025-09-29 | PINS   | PINS|29.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.13 | Return:  30.0% | Days: 1
2025-09-29 | PM     | PM|135.0|2025-10-17|PUT        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | PR     | PR|12.0|2025-10-17|PUT         | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-29 | PYPL   | PYPL|57.5|2025-10-17|PUT       | Entry: $0.08 | Exit: $0.10 | Return:  25.0% | Days: 1
2025-09-29 | PYPL   | PYPL|58.0|2025-10-24|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | PYPL   | PYPL|60.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.16 | Return:  60.0% | Days: 1
2025-09-29 | QDEL   | QDEL|35.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.36 | Return: 260.0% | Days: 1
2025-09-29 | TDC    | TDC|25.0|2025-10-17|CALL       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | TJX    | TJX|160.0|2025-11-07|CALL      | Entry: $0.10 | Exit: $0.50 | Return: 400.0% | Days: 1
2025-09-29 | TSCO   | TSCO|50.0|2025-10-17|PUT       | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | VZ     | VZ|44.5|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.14 | Return:  40.0% | Days: 1
2025-09-29 | WY     | WY|27.0|2025-10-17|CALL        | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | XOM    | XOM|125.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.15 | Return:  50.0% | Days: 1
2025-09-29 | ZBH    | ZBH|115.0|2025-10-17|CALL      | Entry: $0.10 | Exit: $0.30 | Return: 200.0% | Days: 1
